hablante,destinatario,emisión,linea,path
FA1,CHI,<&ai> [=! imitates] . ,1511,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,<&ai> [=! imitates] . ,1515,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,<<&ai> [=! imitates]> [=! whispers] . ,1519,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,<<&ai> [=! imitates]> [=! whispers] . ,1523,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,<<&ai> [=! imitates]> [=! whispers] . ,1527,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,<&aye> [=! imitates] . ,1637,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,&mm . ,1745,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA1,CHI,okay . ,1781,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
MA1,ADULT,xxx . ,1943,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
MA1,ADULT,&=grunts xxx . ,1947,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
MA1,ADULT,xxx . ,1999,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
MA1,ADULT,xxx . ,2013,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA2,CHI,<&ma &ma &ma &ma &ma> [=! imitates] . ,2074,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA2,ADULT,xxx . ,2194,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
MA1,ADULT,&=groans . ,2196,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA2,CHI,xxx . ,2223,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FA2,UNKNOWN,&=laughs . ,2272,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/2318.elan.cha
FC1,ADULT,xxx . ,31,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,40,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,46,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,&=laughs . ,48,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,58,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,UNKNOWN,xxx . ,60,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,66,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,68,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,UNKNOWN,xxx . ,123,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,133,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,CHI,&doi &doi &doi &doi ? ,151,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,245,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,255,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,263,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,CHI,xxx . ,333,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,UNKNOWN,xxx . ,347,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,UNKNOWN,xxx . ,349,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,UNKNOWN,xxx . ,366,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,376,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
EE1,OTHER,xxx . ,665,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
EE1,OTHER,xxx . ,671,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,730,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA2,ADULT,&=laughs . ,737,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,739,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,&=laughs . ,741,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,&mm . ,743,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,771,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA2,ADULT,&=laughs . ,926,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA2,ADULT,xxx &=laughs . ,936,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,&=laughs . ,938,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,&=laughs . ,945,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA2,ADULT,&=laughs . ,947,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA2,ADULT,xxx . ,959,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,985,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,987,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,997,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1009,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1015,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1017,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1035,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,UNKNOWN,xxx . ,1046,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,UNKNOWN,xxx . ,1048,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&=cries . ,1058,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&=cries . ,1064,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1094,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1096,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,OCH,xxx . ,1103,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&ow &wa &wa . ,1109,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,UNKNOWN,xxx . ,1210,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,UNKNOWN,xxx . ,1224,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,1252,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1256,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,okay ? ,1300,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,okay . ,1322,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1340,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,1369,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1371,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ai> [=! sings] . ,1470,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1476,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1482,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1484,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1486,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1492,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1498,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&mm> [=! sings] . ,1510,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1512,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&oh> [=! sings] . ,1518,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&hah . ,1524,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1568,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&uah . ,1570,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&mm . ,1572,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,1640,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&=cries . ,1642,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,OCH,xxx . ,1652,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,OCH,xxx . ,1656,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,CHI,&=laughs . ,1674,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,BOTH,&=laughs . ,1716,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! screams] . ,1720,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! sings] . ,1724,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! sings] . ,1726,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,1758,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&=laughs . ,1765,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! screams] . ,1767,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! screams] . ,1769,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! screams] . ,1771,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! screams] . ,1773,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! screams] . ,1775,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&ah . ,1777,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,1779,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&oeh> [=! shrieks] . ,1781,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ah> [=! shrieks] . ,1783,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&ah . ,1789,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,UNKNOWN,xxx . ,1805,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,<xxx> [=! cries] . ,1807,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,<xxx> [=! cries] . ,1809,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,CHI,xxx . ,1815,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,CHI,xxx . ,1819,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,UNKNOWN,xxx . ,1845,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1851,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1855,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,1859,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1863,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,1867,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,1907,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,1943,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,1945,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,1955,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&mm . ,1971,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1989,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1991,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<xxx> [=! sings] . ,1993,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&mm &mm &ma> [=! sings] . ,1995,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&ma &ma &la &la &la> [=! sings] . ,1997,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,OCH,&=laughs . ,2025,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2029,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2037,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,&ee . ,2059,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2108,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2114,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2118,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2130,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&mi &mi &mi &mi &mi &mi &mi &mi . ,2138,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,OCH,xxx . ,2140,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&mi &mi &mi &mi &mi &mi &mi . ,2142,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&ah &ah . ,2152,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,OCH,okay . ,2162,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,OCH,okay . ,2180,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,2206,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,2212,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&=fusses . ,2218,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&=fusses . ,2224,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,P,okay . ,2234,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&=laughs . ,2242,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,2324,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,xxx . ,2332,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,2350,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,xxx . ,2370,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&ra &reh . ,2435,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&reh . ,2441,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,BOTH,&=laughs . ,2459,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,BOTH,&=laughs . ,2467,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,BOTH,&=laughs . ,2511,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,ADULT,&ah . ,2513,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,OCH,xxx . ,2515,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,<&la &la &la &la &la &la &la &la &la &la &la &da &da &da> [=! sings] . ,2523,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,2540,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,ADULT,<&da &da &da &da &da> [=! sings] . ,2550,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,<&doo &doo &doo> [=! sings] . ,2552,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,<&do &do &do &do &do &do> [=! sings] . ,2564,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
MA1,ADULT,xxx . ,2586,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FC1,UNKNOWN,xxx . ,2588,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/3439.elan.cha
FA1,CHI,-<xxx> [=! sings] . ,105,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,right . ,136,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,right . ,146,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,168,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,-xxx . ,200,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,520,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA4,ADULT,xxx . ,530,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,536,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA4,ADULT,xxx . ,538,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,540,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,546,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,554,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,575,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,577,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,579,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
MA1,ADULT,xxx . ,589,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,591,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,607,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,609,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,619,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
MA1,ADULT,xxx . ,621,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,635,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,641,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,670,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,676,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,682,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,689,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,695,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,701,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,711,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,717,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,719,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,725,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,735,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
MA1,ADULT,xxx . ,745,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,751,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,753,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,763,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,765,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,767,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA4,ADULT,-your- . ,777,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA4,ADULT,-song . ,781,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
UC1,UNKNOWN,xxx . ,803,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA2,ADULT,xxx . ,896,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx . ,990,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA3,ADULT,xxx &=laughs . ,1000,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
FA1,CHI,&=kisses . ,1002,/home/macramole/Code/ciipme/aclew/highVolFromGit/allCHA/eng/9106.elan.cha
